,event_type,log_feature,volume,resource_type,severity_type
481,event_type 11,feature 71,3,resource_type 8,severity_type 1
482,event_type 35,feature 312,21,resource_type 2,severity_type 2
483,event_type 6,feature 68,55,resource_type 8,severity_type 1
484,event_type 35,feature 230,28,resource_type 2,severity_type 2
485,event_type 11,feature 134,1,resource_type 2,severity_type 1
486,event_type 35,feature 232,3,resource_type 2,severity_type 1
487,event_type 35,feature 232,4,resource_type 2,severity_type 2
488,event_type 42,feature 283,2,resource_type 2,severity_type 1
489,event_type 35,feature 232,14,resource_type 2,severity_type 2
490,event_type 34,feature 301,1,resource_type 2,severity_type 1
491,event_type 42,feature 283,3,resource_type 2,severity_type 1
492,event_type 35,feature 312,1,resource_type 2,severity_type 2
493,event_type 13,feature 54,4,resource_type 6,severity_type 1
494,event_type 34,feature 227,1,resource_type 2,severity_type 2
495,event_type 11,feature 160,2,resource_type 8,severity_type 1
496,event_type 11,feature 219,1,resource_type 2,severity_type 1
497,event_type 34,feature 228,7,resource_type 2,severity_type 2
498,event_type 14,feature 68,2,resource_type 6,severity_type 1
499,event_type 34,feature 232,98,resource_type 2,severity_type 2
500,event_type 35,feature 233,6,resource_type 2,severity_type 2
501,event_type 11,feature 68,115,resource_type 4,severity_type 1
502,event_type 11,feature 114,2,resource_type 8,severity_type 2
503,event_type 34,feature 309,15,resource_type 2,severity_type 2
504,event_type 22,feature 222,1,resource_type 7,severity_type 2
505,event_type 54,feature 193,2,resource_type 2,severity_type 1
506,event_type 14,feature 170,14,resource_type 8,severity_type 1
507,event_type 35,feature 232,13,resource_type 2,severity_type 2
508,event_type 14,feature 68,2,resource_type 4,severity_type 1
509,event_type 15,feature 203,3,resource_type 8,severity_type 2
510,event_type 23,feature 273,1,resource_type 7,severity_type 1
511,event_type 35,feature 234,1,resource_type 2,severity_type 2
512,event_type 35,feature 312,19,resource_type 2,severity_type 2
513,event_type 35,feature 314,1,resource_type 2,severity_type 2
514,event_type 11,feature 87,1,resource_type 8,severity_type 1
515,event_type 35,feature 232,2,resource_type 2,severity_type 2
516,event_type 23,feature 305,2,resource_type 7,severity_type 2
517,event_type 35,feature 312,1,resource_type 2,severity_type 4
518,event_type 44,feature 290,10,resource_type 2,severity_type 1
519,event_type 32,feature 134,1,resource_type 2,severity_type 1
520,event_type 34,feature 221,1,resource_type 2,severity_type 1
521,event_type 34,feature 229,2,resource_type 2,severity_type 2
522,event_type 20,feature 104,10,resource_type 8,severity_type 1
523,event_type 34,feature 219,1,resource_type 2,severity_type 1
524,event_type 42,feature 376,36,resource_type 2,severity_type 1
525,event_type 15,feature 80,10,resource_type 8,severity_type 1
526,event_type 34,feature 309,1,resource_type 2,severity_type 2
527,event_type 35,feature 312,3,resource_type 2,severity_type 2
528,event_type 22,feature 274,2,resource_type 6,severity_type 1
529,event_type 34,feature 232,5,resource_type 2,severity_type 2
530,event_type 35,feature 232,2,resource_type 2,severity_type 2
531,event_type 11,feature 201,7,resource_type 8,severity_type 1
532,event_type 11,feature 241,2,resource_type 10,severity_type 1
533,event_type 15,feature 193,11,resource_type 8,severity_type 1
534,event_type 46,feature 285,228,resource_type 2,severity_type 1
535,event_type 15,feature 201,2,resource_type 2,severity_type 1
536,event_type 34,feature 312,1,resource_type 2,severity_type 2
537,event_type 11,feature 303,1,resource_type 7,severity_type 1
538,event_type 35,feature 229,1,resource_type 2,severity_type 2
539,event_type 11,feature 73,8,resource_type 8,severity_type 1
540,event_type 11,feature 70,2,resource_type 8,severity_type 1
541,event_type 34,feature 234,49,resource_type 2,severity_type 2
542,event_type 35,feature 313,1,resource_type 2,severity_type 2
543,event_type 11,feature 40,1,resource_type 8,severity_type 2
544,event_type 34,feature 312,94,resource_type 2,severity_type 2
545,event_type 35,feature 232,54,resource_type 2,severity_type 2
546,event_type 10,feature 212,2,resource_type 9,severity_type 1
547,event_type 34,feature 315,1,resource_type 8,severity_type 2
548,event_type 34,feature 230,4,resource_type 2,severity_type 2
549,event_type 34,feature 232,3,resource_type 2,severity_type 2
550,event_type 23,feature 306,3,resource_type 7,severity_type 1
551,event_type 34,feature 315,5,resource_type 2,severity_type 2
552,event_type 35,feature 301,2,resource_type 2,severity_type 1
553,event_type 34,feature 312,6,resource_type 2,severity_type 2
554,event_type 23,feature 318,4,resource_type 8,severity_type 1
555,event_type 34,feature 235,1,resource_type 2,severity_type 2
556,event_type 11,feature 80,37,resource_type 8,severity_type 1
557,event_type 11,feature 43,1,resource_type 8,severity_type 1
558,event_type 23,feature 303,1,resource_type 8,severity_type 1
559,event_type 11,feature 75,3,resource_type 8,severity_type 1
560,event_type 2,feature 54,1,resource_type 8,severity_type 1
561,event_type 35,feature 234,17,resource_type 2,severity_type 2
562,event_type 34,feature 232,2,resource_type 2,severity_type 2
563,event_type 15,feature 80,3,resource_type 8,severity_type 1
564,event_type 11,feature 171,6,resource_type 2,severity_type 1
565,event_type 15,feature 193,2,resource_type 8,severity_type 1
566,event_type 13,feature 273,3,resource_type 10,severity_type 1
567,event_type 35,feature 232,2,resource_type 2,severity_type 2
568,event_type 29,feature 219,1,resource_type 9,severity_type 1
569,event_type 42,feature 368,4,resource_type 2,severity_type 2
570,event_type 15,feature 193,1,resource_type 2,severity_type 1
571,event_type 19,feature 154,2,resource_type 3,severity_type 1
572,event_type 35,feature 312,4,resource_type 2,severity_type 2
573,event_type 43,feature 283,34,resource_type 2,severity_type 1
574,event_type 11,feature 170,1,resource_type 2,severity_type 1
575,event_type 34,feature 310,1,resource_type 2,severity_type 2
576,event_type 11,feature 47,2,resource_type 4,severity_type 1
577,event_type 34,feature 313,7,resource_type 2,severity_type 2
578,event_type 35,feature 307,1,resource_type 2,severity_type 4
579,event_type 11,feature 68,2,resource_type 8,severity_type 1
580,event_type 34,feature 234,1,resource_type 2,severity_type 2
581,event_type 13,feature 273,2,resource_type 6,severity_type 1
582,event_type 11,feature 71,44,resource_type 8,severity_type 1
583,event_type 15,feature 203,6,resource_type 8,severity_type 2
584,event_type 35,feature 313,7,resource_type 2,severity_type 2
585,event_type 34,feature 314,7,resource_type 2,severity_type 2
586,event_type 34,feature 312,13,resource_type 2,severity_type 2
587,event_type 34,feature 233,1,resource_type 2,severity_type 2
588,event_type 34,feature 315,1,resource_type 2,severity_type 2
589,event_type 35,feature 235,2,resource_type 2,severity_type 2
590,event_type 20,feature 134,1,resource_type 2,severity_type 1
591,event_type 35,feature 232,1,resource_type 2,severity_type 2
592,event_type 14,feature 54,16,resource_type 8,severity_type 1
593,event_type 35,feature 301,1,resource_type 2,severity_type 4
594,event_type 35,feature 314,29,resource_type 2,severity_type 2
595,event_type 35,feature 312,2,resource_type 2,severity_type 1
596,event_type 20,feature 301,1,resource_type 2,severity_type 1
597,event_type 11,feature 232,2,resource_type 2,severity_type 1
598,event_type 11,feature 80,1,resource_type 8,severity_type 1
599,event_type 15,feature 203,20,resource_type 8,severity_type 2
600,event_type 11,feature 273,1,resource_type 8,severity_type 1
601,event_type 10,feature 127,9,resource_type 9,severity_type 1
602,event_type 11,feature 54,4,resource_type 8,severity_type 1
603,event_type 34,feature 232,5,resource_type 2,severity_type 2
604,event_type 54,feature 71,3,resource_type 8,severity_type 2
605,event_type 15,feature 172,1,resource_type 8,severity_type 2
606,event_type 34,feature 312,48,resource_type 2,severity_type 2
607,event_type 15,feature 193,3,resource_type 8,severity_type 1
608,event_type 35,feature 235,2,resource_type 2,severity_type 2
609,event_type 34,feature 313,2,resource_type 2,severity_type 2
610,event_type 35,feature 235,4,resource_type 2,severity_type 2
611,event_type 11,feature 54,1,resource_type 8,severity_type 1
612,event_type 20,feature 13,1,resource_type 4,severity_type 1
613,event_type 13,feature 304,2,resource_type 8,severity_type 1
614,event_type 22,feature 222,1,resource_type 7,severity_type 2
615,event_type 11,feature 127,1,resource_type 9,severity_type 1
616,event_type 26,feature 349,3,resource_type 9,severity_type 1
617,event_type 14,feature 46,1,resource_type 2,severity_type 2
618,event_type 35,feature 315,32,resource_type 2,severity_type 2
619,event_type 35,feature 232,45,resource_type 2,severity_type 2
620,event_type 20,feature 134,3,resource_type 8,severity_type 1
621,event_type 44,feature 283,9,resource_type 2,severity_type 1
622,event_type 35,feature 314,56,resource_type 2,severity_type 2
623,event_type 11,feature 198,1,resource_type 8,severity_type 1
624,event_type 43,feature 283,1,resource_type 2,severity_type 1
625,event_type 23,feature 75,7,resource_type 7,severity_type 2
626,event_type 35,feature 181,1,resource_type 8,severity_type 1
627,event_type 22,feature 303,1,resource_type 7,severity_type 4
628,event_type 44,feature 283,5,resource_type 2,severity_type 1
629,event_type 42,feature 291,2,resource_type 2,severity_type 1
630,event_type 15,feature 201,2,resource_type 8,severity_type 1
631,event_type 34,feature 309,23,resource_type 2,severity_type 2
632,event_type 11,feature 160,8,resource_type 8,severity_type 1
633,event_type 14,feature 219,1,resource_type 7,severity_type 1
634,event_type 11,feature 316,6,resource_type 8,severity_type 1
635,event_type 13,feature 179,3,resource_type 6,severity_type 1
636,event_type 34,feature 312,2,resource_type 2,severity_type 2
637,event_type 35,feature 309,49,resource_type 2,severity_type 2
638,event_type 35,feature 232,17,resource_type 2,severity_type 2
639,event_type 13,feature 68,3,resource_type 6,severity_type 1
640,event_type 34,feature 315,1,resource_type 2,severity_type 2
641,event_type 11,feature 128,1,resource_type 2,severity_type 1
642,event_type 15,feature 80,1,resource_type 8,severity_type 2
643,event_type 11,feature 222,1,resource_type 7,severity_type 1
644,event_type 35,feature 312,3,resource_type 2,severity_type 1
645,event_type 36,feature 237,1,resource_type 8,severity_type 1
646,event_type 15,feature 203,2,resource_type 8,severity_type 2
647,event_type 35,feature 233,1,resource_type 2,severity_type 2
648,event_type 35,feature 232,2,resource_type 2,severity_type 2
649,event_type 11,feature 171,2,resource_type 8,severity_type 1
650,event_type 34,feature 232,2,resource_type 2,severity_type 2
651,event_type 54,feature 82,18,resource_type 8,severity_type 1
652,event_type 18,feature 54,1,resource_type 6,severity_type 1
653,event_type 11,feature 207,1,resource_type 8,severity_type 1
654,event_type 34,feature 312,18,resource_type 2,severity_type 2
655,event_type 23,feature 75,8,resource_type 8,severity_type 2
656,event_type 11,feature 54,4,resource_type 4,severity_type 1
657,event_type 10,feature 39,1,resource_type 2,severity_type 1
658,event_type 13,feature 54,2,resource_type 6,severity_type 1
659,event_type 35,feature 232,1,resource_type 2,severity_type 2
660,event_type 27,feature 35,1,resource_type 9,severity_type 1
661,event_type 20,feature 219,2,resource_type 2,severity_type 1
662,event_type 35,feature 312,7,resource_type 2,severity_type 2
663,event_type 20,feature 319,1,resource_type 9,severity_type 1
664,event_type 11,feature 82,21,resource_type 8,severity_type 1
665,event_type 35,feature 315,6,resource_type 2,severity_type 2
666,event_type 34,feature 232,4,resource_type 2,severity_type 2
667,event_type 35,feature 230,1,resource_type 2,severity_type 2
668,event_type 11,feature 179,1,resource_type 8,severity_type 1
669,event_type 35,feature 309,17,resource_type 2,severity_type 2
670,event_type 34,feature 233,24,resource_type 2,severity_type 2
671,event_type 13,feature 68,8,resource_type 8,severity_type 1
672,event_type 34,feature 312,12,resource_type 2,severity_type 1
673,event_type 11,feature 312,3,resource_type 2,severity_type 1
674,event_type 28,feature 218,1,resource_type 3,severity_type 1
675,event_type 15,feature 203,5,resource_type 8,severity_type 2
676,event_type 35,feature 307,5,resource_type 2,severity_type 2
677,event_type 11,feature 273,1,resource_type 6,severity_type 1
678,event_type 11,feature 209,1,resource_type 2,severity_type 1
679,event_type 34,feature 313,1,resource_type 2,severity_type 2
680,event_type 11,feature 80,2,resource_type 8,severity_type 1
681,event_type 22,feature 197,3,resource_type 2,severity_type 1
682,event_type 43,feature 291,6,resource_type 2,severity_type 1
683,event_type 11,feature 306,1,resource_type 8,severity_type 1
684,event_type 35,feature 232,16,resource_type 2,severity_type 2
685,event_type 34,feature 315,3,resource_type 2,severity_type 2
686,event_type 34,feature 301,1,resource_type 2,severity_type 1
687,event_type 34,feature 235,1,resource_type 2,severity_type 2
688,event_type 11,feature 170,4,resource_type 8,severity_type 1
689,event_type 34,feature 233,6,resource_type 2,severity_type 2
690,event_type 14,feature 10,6,resource_type 4,severity_type 1
691,event_type 35,feature 236,1,resource_type 2,severity_type 2
692,event_type 13,feature 345,4,resource_type 4,severity_type 1
693,event_type 11,feature 154,1,resource_type 8,severity_type 1
694,event_type 34,feature 227,1,resource_type 2,severity_type 2
695,event_type 35,feature 233,1,resource_type 2,severity_type 2
696,event_type 42,feature 375,10,resource_type 2,severity_type 1
697,event_type 35,feature 307,1,resource_type 2,severity_type 2
698,event_type 11,feature 273,3,resource_type 8,severity_type 1
699,event_type 14,feature 163,2,resource_type 4,severity_type 1
700,event_type 20,feature 219,1,resource_type 2,severity_type 1
701,event_type 34,feature 232,36,resource_type 2,severity_type 2
702,event_type 54,feature 203,2,resource_type 8,severity_type 1
703,event_type 11,feature 195,8,resource_type 8,severity_type 1
704,event_type 11,feature 171,1,resource_type 8,severity_type 1
